new	old	variable	prot	val01
HVO_RS18185	HVO_2789	de24	GTP 3',8-cyclase MoaA	2.51646755189795
HVO_RS18215	HVO_2795	de04	N-acetyltransferase	-2.02868834430269
HVO_RS18220	HVO_2796	de02	hypothetical protein	0.868390186714156
HVO_RS18225	HVO_2797	de02	uridine kinase	2.95958135267808
HVO_RS18260	HVO_2804	de02	GNAT family N-acetyltransferase	-2.13673794429238
HVO_RS18260	HVO_2804	de04	GNAT family N-acetyltransferase	-2.39003289336126
HVO_RS18260	HVO_2804	de08	GNAT family N-acetyltransferase	-2.39458421356993
HVO_RS18260	HVO_2804	de24	GNAT family N-acetyltransferase	-1.98872646303808
HVO_RS18270	HVO_2805	de02	hypothetical protein	-1.68273006406048
HVO_RS18275	HVO_2806	de02	hypothetical protein	1.1053883405463
HVO_RS18275	HVO_2806	de04	hypothetical protein	1.2674774201918
HVO_RS18275	HVO_2806	de08	hypothetical protein	1.13934001116808
HVO_RS18275	HVO_2806	de24	hypothetical protein	0.742352255105559
HVO_RS20310	HVO_2815A	de02	integrase	1.97289105818289
HVO_RS11955	HVO_1503	de02	3-isopropylmalate dehydratase small subunit	1.49579595547441
HVO_RS11955	HVO_1503	de04	3-isopropylmalate dehydratase small subunit	1.41718826730683
HVO_RS11925	HVO_1497	de04	phosphocarrier protein HPr	-3.27503627706709
HVO_RS11905	HVO_1492	de02	hypothetical protein	-1.14462002686036
HVO_RS11905	HVO_1492	de04	hypothetical protein	-0.827441332199882
HVO_RS11905	HVO_1492	de08	hypothetical protein	-1.3500958644294
HVO_RS11895	HVO_1490	de02	hypothetical protein	-2.82339334041552
HVO_RS11890	HVO_1489	de02	hypothetical protein	-4.75416655055875
HVO_RS11890	HVO_1489	de08	hypothetical protein	-5.04796019014741
HVO_RS11885	HVO_1488	de02	mandelate racemase	-2.53938927238252
HVO_RS11885	HVO_1488	de04	mandelate racemase	-2.7894968814967
HVO_RS11885	HVO_1488	de08	mandelate racemase	-2.90868044854643
HVO_RS11885	HVO_1488	de24	mandelate racemase	-4.99444119913264
HVO_RS11875	HVO_1486	de04	sulfurase	-4.80165899218222
HVO_RS11870	HVO_1485	de02	hypothetical protein	-2.77724065869629
HVO_RS11870	HVO_1485	de04	hypothetical protein	-3.32585270904042
HVO_RS11870	HVO_1485	de08	hypothetical protein	-3.28022331552584
HVO_RS11855	HVO_1482	de02	(2Fe-2S)-binding protein	-1.71442114580313
HVO_RS11855	HVO_1482	de04	(2Fe-2S)-binding protein	-2.11746302767574
HVO_RS11855	HVO_1482	de08	(2Fe-2S)-binding protein	-1.92325268331906
HVO_RS11850	HVO_1481	de00	universal stress protein UspA	-0.811479254362358
HVO_RS11850	HVO_1481	de02	universal stress protein UspA	-2.56311746912947
HVO_RS11850	HVO_1481	de04	universal stress protein UspA	-3.24875878875308
HVO_RS11850	HVO_1481	de08	universal stress protein UspA	-3.35714038943282
HVO_RS11850	HVO_1481	de24	universal stress protein UspA	-2.74705707364647
HVO_RS11835	HVO_1478	de02	transcription initiation factor IIB 2	-1.70900560887601
HVO_RS11835	HVO_1478	de04	transcription initiation factor IIB 2	-1.45013303532671
HVO_RS11835	HVO_1478	de08	transcription initiation factor IIB 2	-1.49614902213733
HVO_RS11835	HVO_1478	de24	transcription initiation factor IIB 2	-1.12122381821694
HVO_RS11810	HVO_1473	de02	hypothetical protein	1.23043062202823
HVO_RS11810	HVO_1473	de04	hypothetical protein	1.65309966105123
HVO_RS11810	HVO_1473	de08	hypothetical protein	1.26744525758406
HVO_RS11810	HVO_1473	de24	hypothetical protein	1.39342557927993
HVO_RS11805	HVO_1472	de00	surface glycoprotein-like protein	1.36253427138783
HVO_RS11805	HVO_1472	de02	surface glycoprotein-like protein	1.10389335675354
HVO_RS11805	HVO_1472	de04	surface glycoprotein-like protein	1.79578356021415
HVO_RS11805	HVO_1472	de08	surface glycoprotein-like protein	1.77305722727062
HVO_RS11805	HVO_1472	de24	surface glycoprotein-like protein	1.6696793569975
HVO_RS11785	HVO_1468	de02	hypothetical protein	-2.25330183538121
HVO_RS11785	HVO_1468	de04	hypothetical protein	-1.35055273172474
HVO_RS11765	HVO_1464	de04	iron ABC transporter substrate-binding protein	2.15049628591703
HVO_RS11765	HVO_1464	de08	iron ABC transporter substrate-binding protein	3.11313610207676
HVO_RS11765	HVO_1464	de24	iron ABC transporter substrate-binding protein	3.34697457867259
HVO_RS11745	HVO_1460	de02	enoyl-CoA hydratase	-3.75650949038094
HVO_RS11745	HVO_1460	de04	enoyl-CoA hydratase	-2.96563449345766
HVO_RS11745	HVO_1460	de08	enoyl-CoA hydratase	-2.89452979171662
HVO_RS11720	HVO_1454	de02	aspartate carbamoyltransferase	2.52386851834943
HVO_RS11705	HVO_1451	de02	glutamate dehydrogenase	3.41016785179709
HVO_RS11705	HVO_1451	de04	glutamate dehydrogenase	2.35684683964303
HVO_RS11705	HVO_1451	de08	glutamate dehydrogenase	2.85340538693427
HVO_RS11705	HVO_1451	de24	glutamate dehydrogenase	2.45630380506346
HVO_RS11700	HVO_1450	de02	molybdenum cofactor biosynthesis protein	2.38292375804352
HVO_RS11700	HVO_1450	de08	molybdenum cofactor biosynthesis protein	2.15458784252746
HVO_RS11650	HVO_1440	de04	hypothetical protein	-0.919425822805745
HVO_RS11650	HVO_1440	de08	hypothetical protein	-0.734391257833784
HVO_RS11620	HVO_RS11620	de02	hypothetical protein	3.55830491894822
HVO_RS11620	HVO_RS11620	de08	hypothetical protein	3.98748356220425
HVO_RS11620	HVO_RS11620	de24	hypothetical protein	4.9109203265829
HVO_RS11600	HVO_1431	de02	hypothetical protein	2.18587441116751
HVO_RS11580	HVO_1426	de02	hypothetical protein	-1.63716063510695
HVO_RS11580	HVO_1426	de04	hypothetical protein	-2.04881482827492
HVO_RS11580	HVO_1426	de08	hypothetical protein	-2.0655085524035
HVO_RS11580	HVO_1426	de24	hypothetical protein	-1.82204805632443
HVO_RS11575	HVO_1425	de04	hypothetical protein	2.43785208516231
HVO_RS11575	HVO_1425	de08	hypothetical protein	2.39281138288669
HVO_RS11575	HVO_1425	de24	hypothetical protein	2.10736259462189
HVO_RS11540	HVO_1417	de04	permease	-2.13922235506621
HVO_RS11530	HVO_1416	de04	phosphotransferase	-2.54159176719169
HVO_RS11525	HVO_1415	de02	haloacid dehalogenase	-3.00019550898484
HVO_RS11520	HVO_1414	de04	signal transduction histidine kinase	-2.53233103389242
HVO_RS11510	HVO_1412	de02	diphosphomevalonate decarboxylase	1.92948837289492
HVO_RS11485	HVO_1407	de02	transcriptional regulator	-2.34498324305724
HVO_RS11485	HVO_1407	de04	transcriptional regulator	-2.50879820359203
HVO_RS11485	HVO_1407	de08	transcriptional regulator	-2.58212259829135
HVO_RS11485	HVO_1407	de24	transcriptional regulator	-2.0772738149686
HVO_RS11465	HVO_1403	de02	acylphosphatase	-1.8917919998169
HVO_RS11465	HVO_1403	de04	acylphosphatase	-1.91341579990354
HVO_RS11465	HVO_1403	de08	acylphosphatase	-1.14289185746891
HVO_RS11465	HVO_1403	de24	acylphosphatase	-1.86664388326301
HVO_RS11455	HVO_1401	de02	BMP family ABC transporter substrate-binding protein	2.49231676117717
HVO_RS11455	HVO_1401	de04	BMP family ABC transporter substrate-binding protein	1.52217414015253
HVO_RS11450	HVO_1400	de02	heme ABC transporter ATP-binding protein	2.71729654270971
HVO_RS11410	HVO_1392	de08	30S ribosomal protein S10	-1.01199676957752
HVO_RS11410	HVO_1392	de24	30S ribosomal protein S10	-1.15342793234419
HVO_RS11405	HVO_1391	de02	biotin transporter BioY	1.31737594175349
HVO_RS11405	HVO_1391	de04	biotin transporter BioY	1.27219498112724
HVO_RS11405	HVO_1391	de08	biotin transporter BioY	0.740126875128974
HVO_RS11395	HVO_1389	de02	S-adenosylmethionine-dependent methyltransferase	-3.2237114516528
HVO_RS11395	HVO_1389	de04	S-adenosylmethionine-dependent methyltransferase	-3.64297468782862
HVO_RS11395	HVO_1389	de08	S-adenosylmethionine-dependent methyltransferase	-3.34864006421414
HVO_RS11380	HVO_1386	de02	hypothetical protein	-3.54626462282653
HVO_RS11380	HVO_1386	de04	hypothetical protein	-3.86064136127662
HVO_RS11380	HVO_1386	de08	hypothetical protein	-4.05498696090713
HVO_RS11380	HVO_1386	de24	hypothetical protein	-4.42591759713541
HVO_RS11340	HVO_1378	de02	hypothetical protein	-1.41374337918721
HVO_RS11340	HVO_1378	de04	hypothetical protein	-1.49472789465147
HVO_RS11340	HVO_1378	de08	hypothetical protein	-1.59404946056564
HVO_RS11340	HVO_1378	de24	hypothetical protein	-1.41040966168033
HVO_RS11335	HVO_1377	de02	hypothetical protein	-2.03369462647917
HVO_RS11335	HVO_1377	de04	hypothetical protein	-1.70884692787648
HVO_RS11335	HVO_1377	de08	hypothetical protein	-2.00699163714182
HVO_RS11335	HVO_1377	de24	hypothetical protein	-1.54784709864189
HVO_RS11295	HVO_1369	de02	hypothetical protein	-1.5313477248387
HVO_RS11255	HVO_1360	de02	transcriptional regulator	-0.531167862935851
HVO_RS11255	HVO_1360	de04	transcriptional regulator	-0.902092799634705
HVO_RS11255	HVO_1360	de08	transcriptional regulator	-0.691551952847546
HVO_RS11250	HVO_1359	de02	hypothetical protein	1.24507161233434
HVO_RS11250	HVO_1359	de04	hypothetical protein	1.26019465451587
HVO_RS11250	HVO_1359	de08	hypothetical protein	1.15863531281092
HVO_RS11250	HVO_1359	de24	hypothetical protein	1.24016629537923
HVO_RS11245	HVO_1358	de02	response regulator	2.11524109642592
HVO_RS11245	HVO_1358	de04	response regulator	2.31310301921311
HVO_RS11245	HVO_1358	de08	response regulator	1.71600081902599
HVO_RS11245	HVO_1358	de24	response regulator	1.59611203830427
HVO_RS11230	HVO_1355	de04	hypothetical protein	1.56781448349236
HVO_RS11205	HVO_1350	de02	transcriptional regulator	-1.75889924511755
HVO_RS11205	HVO_1350	de04	transcriptional regulator	-1.60816783833112
HVO_RS11190	HVO_1347	de02	cyclic pyranopterin monophosphate synthase MoaC	-1.6971234268599
HVO_RS11190	HVO_1347	de04	cyclic pyranopterin monophosphate synthase MoaC	-2.01263536967654
HVO_RS11190	HVO_1347	de08	cyclic pyranopterin monophosphate synthase MoaC	-1.56488587263711
HVO_RS11180	HVO_1345	de04	hypothetical protein	1.60178145210155
HVO_RS11180	HVO_1345	de08	hypothetical protein	1.73196477508352
HVO_RS11180	HVO_1345	de24	hypothetical protein	1.08689892494811
HVO_RS11175	HVO_1344	de02	rRNA metabolism protein	-1.20842256110708
HVO_RS11175	HVO_1344	de04	rRNA metabolism protein	-1.70006499584251
HVO_RS11175	HVO_1344	de08	rRNA metabolism protein	-1.64110811922303
HVO_RS11170	HVO_1343	de02	hypothetical protein	-1.30936376592602
HVO_RS11170	HVO_1343	de04	hypothetical protein	-1.3481472834025
HVO_RS11170	HVO_1343	de08	hypothetical protein	-1.30566304242823
HVO_RS11170	HVO_1343	de24	hypothetical protein	-0.736361877973411
HVO_RS11165	HVO_1342	de24	thiol reductase thioredoxin	1.34357577680792
HVO_RS11160	HVO_1341	de24	diaminohydroxyphosphoribosylaminopyrimidine reductase	-4.66170759479939
HVO_RS11140	HVO_1337	de04	hypothetical protein	-2.44292318030539
HVO_RS11115	HVO_1332	de02	hypothetical protein	2.10923125722745
HVO_RS11115	HVO_1332	de04	hypothetical protein	2.92955865115819
HVO_RS11115	HVO_1332	de08	hypothetical protein	3.0024773533755
HVO_RS11115	HVO_1332	de24	hypothetical protein	1.31476599312542
HVO_RS11100	HVO_1329	de04	hypothetical protein	-3.73122240388852
HVO_RS11095	HVO_1328	de04	hypothetical protein	-2.41006870102237
HVO_RS11095	HVO_1328	de08	hypothetical protein	-3.12483142935685
HVO_RS11080	HVO_1325	de02	hypothetical protein	-3.01702588496449
HVO_RS11080	HVO_1325	de04	hypothetical protein	-3.88945857140753
HVO_RS11080	HVO_1325	de08	hypothetical protein	-3.47941042740139
HVO_RS11080	HVO_1325	de24	hypothetical protein	-9.58593583669438
HVO_RS11065	HVO_1322	de02	chorismate mutase	0.849095395004905
HVO_RS11065	HVO_1322	de04	chorismate mutase	1.10493240472817
HVO_RS11035	HVO_1314	de04	5'/3'-nucleotidase SurE	-1.97921297158792
HVO_RS11015	HVO_1310	de02	hypothetical protein	0.986432413817181
HVO_RS11015	HVO_1310	de04	hypothetical protein	1.78579902621265
HVO_RS11015	HVO_1310	de08	hypothetical protein	1.79367680969338
HVO_RS11015	HVO_1310	de24	hypothetical protein	1.27304609514537
HVO_RS11010	HVO_1309	de02	peptidase M24	-1.86142078563843
HVO_RS11010	HVO_1309	de04	peptidase M24	-1.87097422219915
HVO_RS11005	HVO_1308	de02	3-phosphoshikimate 1-carboxyvinyltransferase	-2.60168164815749
HVO_RS11005	HVO_1308	de04	3-phosphoshikimate 1-carboxyvinyltransferase	-2.12347395710811
HVO_RS11000	HVO_RS11000	de00	hypothetical protein	-5.02244964353826
HVO_RS11000	HVO_RS11000	de02	hypothetical protein	-5.45317556010248
HVO_RS11000	HVO_RS11000	de04	hypothetical protein	-5.65629539063026
HVO_RS10995	HVO_1307	de02	hypothetical protein	-2.35999320073401
HVO_RS10985	HVO_1305	de24	2-ketoglutarate ferredoxin oxidoreductase subunit alpha	1.94873770009835
HVO_RS10980	HVO_1304	de24	2-ketoglutarate ferredoxin oxidoreductase subunit beta	1.27951187732495
HVO_RS10935	HVO_1297	de04	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	-2.53233103389242
HVO_RS10915	HVO_1293	de24	Tat (twin-arginine translocation) pathway signal sequence	2.97046188431844
HVO_RS10905	HVO_1291	de02	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	1.85687382754852
HVO_RS10900	HVO_1290	de04	metal-dependent hydrolase	0.832367421498591
HVO_RS10900	HVO_1290	de08	metal-dependent hydrolase	1.12641250107868
HVO_RS10900	HVO_1290	de24	metal-dependent hydrolase	1.05043858304097
HVO_RS10895	HVO_1289	de02	hypothetical protein	1.14165551107613
HVO_RS10895	HVO_1289	de04	hypothetical protein	1.2766873914266
HVO_RS10895	HVO_1289	de08	hypothetical protein	1.62017215024016
HVO_RS10895	HVO_1289	de24	hypothetical protein	1.49081688055851
HVO_RS10890	HVO_1287	de00	protease	-1.14608148592295
HVO_RS10890	HVO_1287	de02	protease	-2.14310244030156
HVO_RS10890	HVO_1287	de04	protease	-2.5852649879815
HVO_RS10890	HVO_1287	de08	protease	-2.08623357005287
HVO_RS10890	HVO_1287	de24	protease	-1.01927411481543
HVO_RS10885	HVO_1286	de02	haloacid dehalogenase	-3.34647957343072
HVO_RS10885	HVO_1286	de04	haloacid dehalogenase	-2.58255910509341
HVO_RS10885	HVO_1286	de08	haloacid dehalogenase	-2.44899731323019
HVO_RS10880	HVO_1285	de02	hypothetical protein	-3.04275847689167
HVO_RS10880	HVO_1285	de04	hypothetical protein	-2.6295206185754
HVO_RS10880	HVO_1285	de08	hypothetical protein	-1.95764429560772
HVO_RS10880	HVO_1285	de24	hypothetical protein	-2.12256934210403
HVO_RS10845	HVO_1278	de24	hypothetical protein	-6.80323576535237
HVO_RS10840	HVO_1276	de00	hypothetical protein	1.1757971828687
HVO_RS10840	HVO_1276	de02	hypothetical protein	1.24960693706319
HVO_RS10840	HVO_1276	de04	hypothetical protein	1.18119706549086
HVO_RS10840	HVO_1276	de08	hypothetical protein	1.4046343286753
HVO_RS10840	HVO_1276	de24	hypothetical protein	1.12104341090333
HVO_RS10820	HVO_1273	de02	IMP dehydrogenase	1.75553982861711
HVO_RS10815	HVO_1272	de04	TrmB family transcriptional regulator	-1.54438137946483
HVO_RS10810	HVO_1271	de08	DNA-binding protein	-0.38623764744384
HVO_RS10750	HVO_1258	de04	hypothetical protein	-2.69260267695972
HVO_RS10735	HVO_1255	de02	MFS transporter	-3.01678419031849
HVO_RS10735	HVO_1255	de04	MFS transporter	-3.80000323700321
HVO_RS10735	HVO_1255	de08	MFS transporter	-3.28230792854998
HVO_RS10730	HVO_1253	de02	hypothetical protein	-1.31244236794008
HVO_RS10730	HVO_1253	de04	hypothetical protein	-1.54206497681039
HVO_RS10730	HVO_1253	de08	hypothetical protein	-1.94222116185138
HVO_RS10725	HVO_1252	de02	hypothetical protein	0.652115622142355
HVO_RS10710	HVO_1249	de02	hypothetical protein	2.29582772168251
HVO_RS10710	HVO_1249	de04	hypothetical protein	1.21532258735377
HVO_RS10710	HVO_1249	de08	hypothetical protein	0.700246529482093
HVO_RS10705	HVO_1248	de00	hypothetical protein	-0.496043756280887
HVO_RS10705	HVO_1248	de02	hypothetical protein	1.44359103321272
HVO_RS10700	HVO_1247	de04	NUDIX hydrolase	-2.12121579176784
HVO_RS10695	HVO_1246	de00	(2Fe-2S)-binding protein	-1.31153059564144
HVO_RS10695	HVO_1246	de02	(2Fe-2S)-binding protein	-3.50980775974287
HVO_RS10695	HVO_1246	de04	(2Fe-2S)-binding protein	-2.94181448575226
HVO_RS10695	HVO_1246	de08	(2Fe-2S)-binding protein	-3.18961451802153
HVO_RS10695	HVO_1246	de24	(2Fe-2S)-binding protein	-3.41877713163969
HVO_RS10675	HVO_1242	de04	Tat pathway signal protein	-1.5008328407221
HVO_RS10625	HVO_1233	de00	cold-shock protein	-1.03639282759852
HVO_RS10625	HVO_1233	de02	cold-shock protein	-3.17332074718788
HVO_RS10625	HVO_1233	de04	cold-shock protein	-2.61191973185059
HVO_RS10625	HVO_1233	de08	cold-shock protein	-1.98977945706284
HVO_RS10625	HVO_1233	de24	cold-shock protein	-1.5351109939079
HVO_RS10620	HVO_1232	de02	alkylhydroperoxidase	-1.74731753022287
HVO_RS10620	HVO_1232	de04	alkylhydroperoxidase	-1.31588973896926
HVO_RS10620	HVO_1232	de24	alkylhydroperoxidase	-2.15278902130368
HVO_RS10565	HVO_1220	de04	hypothetical protein	3.46072208831061
HVO_RS10510	HVO_1209	de00	transcriptional regulator	0.656226188653245
HVO_RS10510	HVO_1209	de04	transcriptional regulator	0.294042585067538
HVO_RS10470	HVO_1200	de02	fla cluster protein FlaD2	-1.81918554671575
HVO_RS10460	HVO_1198	de02	universal stress protein UspA	-4.02200842749288
HVO_RS10460	HVO_1198	de04	universal stress protein UspA	-3.2738544657918
HVO_RS10460	HVO_1198	de08	universal stress protein UspA	-2.99549030577566
HVO_RS10445	HVO_1195	de04	ABC transporter ATP-binding protein	-2.01908446802548
HVO_RS10430	HVO_1192	de02	ABC transporter substrate-binding protein	-3.2105531623534
HVO_RS10430	HVO_1192	de04	ABC transporter substrate-binding protein	-2.04934019723518
HVO_RS10425	HVO_1191	de02	proline dehydrogenase	-1.6902227862751
HVO_RS10415	HVO_1189	de02	hypothetical protein	-2.10844161591926
HVO_RS10415	HVO_1189	de04	hypothetical protein	-1.54067013465339
HVO_RS10415	HVO_1189	de08	hypothetical protein	-1.19715354558261
HVO_RS10415	HVO_1189	de24	hypothetical protein	-1.99985139200244
HVO_RS10405	HVO_1187	de02	polyketide cyclase	0.64906313915374
HVO_RS10405	HVO_1187	de04	polyketide cyclase	0.715020168440801
HVO_RS10400	HVO_1186	de00	hypothetical protein	-1.02397788354277
HVO_RS10400	HVO_1186	de02	hypothetical protein	-1.1740075853683
HVO_RS10400	HVO_1186	de04	hypothetical protein	-1.76639804282322
HVO_RS10400	HVO_1186	de08	hypothetical protein	-1.67180536323045
HVO_RS10400	HVO_1186	de24	hypothetical protein	-1.41012265611289
HVO_RS10395	HVO_1185	de02	hypothetical protein	1.24000180940046
HVO_RS10395	HVO_1185	de04	hypothetical protein	1.24567815470769
HVO_RS10395	HVO_1185	de08	hypothetical protein	1.52176966879382
HVO_RS10395	HVO_1185	de24	hypothetical protein	1.76095180967925
HVO_RS10375	HVO_1181	de02	histidine kinase	-1.62389265339397
HVO_RS10375	HVO_1181	de04	histidine kinase	-2.52066166602777
HVO_RS10375	HVO_1181	de08	histidine kinase	-2.31599583935917
HVO_RS10375	HVO_1181	de24	histidine kinase	-2.91763129105963
HVO_RS10370	HVO_1180	de02	alkylhydroperoxidase	-2.19027369435069
HVO_RS10370	HVO_1180	de04	alkylhydroperoxidase	-2.03350428412747
HVO_RS10370	HVO_1180	de08	alkylhydroperoxidase	-2.62224759647872
HVO_RS10370	HVO_1180	de24	alkylhydroperoxidase	-3.19156325118677
HVO_RS10345	HVO_1174	de02	transcription factor	0.714632099499917
HVO_RS10345	HVO_1174	de04	transcription factor	0.742058100129563
HVO_RS10340	HVO_1173	de02	tRNA (cytidine(56)-2'-O)-methyltransferase	1.98954792546209
HVO_RS10340	HVO_1173	de04	tRNA (cytidine(56)-2'-O)-methyltransferase	1.55811237315342
HVO_RS10340	HVO_1173	de08	tRNA (cytidine(56)-2'-O)-methyltransferase	1.38037188994254
HVO_RS10340	HVO_1173	de24	tRNA (cytidine(56)-2'-O)-methyltransferase	1.29220987632008
HVO_RS10305	HVO_1166	de02	hypothetical protein	1.34807992017624
HVO_RS10305	HVO_1166	de04	hypothetical protein	1.1600652201614
HVO_RS10305	HVO_1166	de08	hypothetical protein	1.11744635163291
HVO_RS10305	HVO_1166	de24	hypothetical protein	1.08697414827782
HVO_RS10295	HVO_1164	de02	phosphohydrolase	1.86874323385443
HVO_RS10295	HVO_1164	de04	phosphohydrolase	2.40701484379392
HVO_RS10295	HVO_1164	de08	phosphohydrolase	2.54115505444232
HVO_RS10295	HVO_1164	de24	phosphohydrolase	2.58340869655422
HVO_RS10290	HVO_1163	de04	peroxiredoxin	2.51068349063726
HVO_RS10290	HVO_1163	de08	peroxiredoxin	3.0753359636462
HVO_RS10285	HVO_1162	de02	twin-arginine translocase TatA/TatE family subunit	2.13539903082455
HVO_RS10285	HVO_1162	de04	twin-arginine translocase TatA/TatE family subunit	2.8627181951291
HVO_RS10285	HVO_1162	de08	twin-arginine translocase TatA/TatE family subunit	2.77702572912936
HVO_RS10285	HVO_1162	de24	twin-arginine translocase TatA/TatE family subunit	2.31623803424845
HVO_RS10260	HVO_1157	de08	hypothetical protein	2.13418632220544
HVO_RS10245	HVO_1154	de04	hypothetical protein	-3.57342984515004
HVO_RS10230	HVO_1150	de02	IS200/IS605 family transposase	-1.06166701025277
HVO_RS10230	HVO_1150	de04	IS200/IS605 family transposase	-0.649766000128092
HVO_RS10230	HVO_1150	de08	IS200/IS605 family transposase	-1.03529055448375
HVO_RS10220	HVO_1148	de00	30S ribosomal protein S15	-1.22556467063834
HVO_RS10220	HVO_1148	de02	30S ribosomal protein S15	0.886053926332043
HVO_RS10220	HVO_1148	de04	30S ribosomal protein S15	-0.54750869207653
HVO_RS10220	HVO_1148	de08	30S ribosomal protein S15	-1.20295924083768
HVO_RS10220	HVO_1148	de24	30S ribosomal protein S15	-1.6292032630873
HVO_RS10210	HVO_1146	de00	hypothetical protein	-1.53499417265087
HVO_RS10210	HVO_1146	de02	hypothetical protein	1.49956192825564
HVO_RS10200	HVO_1144	de02	halocyanin	-1.99885771892708
HVO_RS10200	HVO_1144	de04	halocyanin	-2.42757363802626
HVO_RS10200	HVO_1144	de08	halocyanin	-2.19732414106843
HVO_RS10190	HVO_1142	de02	hypothetical protein	2.54057739823527
HVO_RS10190	HVO_1142	de04	hypothetical protein	1.90013703005505
HVO_RS10185	HVO_1141	de02	hypothetical protein	2.92286412423557
HVO_RS10185	HVO_1141	de04	hypothetical protein	2.97234902308896
HVO_RS10185	HVO_1141	de08	hypothetical protein	2.45361769465718
HVO_RS10170	HVO_1138	de02	cox-type terminal oxidase subunit III	2.0554365940031
HVO_RS10155	HVO_1135	de04	hypothetical protein	-2.03412599237998
HVO_RS10150	HVO_1134	de04	hypothetical protein	1.80649907564842
HVO_RS10145	HVO_1133	de02	hypothetical protein	-0.688180226827147
HVO_RS10145	HVO_1133	de04	hypothetical protein	-1.39583748835701
HVO_RS10145	HVO_1133	de08	hypothetical protein	-1.54834695656934
HVO_RS10145	HVO_1133	de24	hypothetical protein	-2.20849230492898
HVO_RS10130	HVO_1130	de02	hypothetical protein	-2.70054791733053
HVO_RS10130	HVO_1130	de04	hypothetical protein	-2.63709744131348
HVO_RS10130	HVO_1130	de08	hypothetical protein	-2.20551379441937
HVO_RS10130	HVO_1130	de24	hypothetical protein	-2.5015462111625
HVO_RS10095	HVO_1123	de24	thioredoxin reductase	1.31950787143021
HVO_RS10090	HVO_1122	de08	hypothetical protein	0.833442431402244
HVO_RS10090	HVO_1122	de24	hypothetical protein	0.990154264936115
HVO_RS10085	HVO_1121	de04	radical SAM/SPASM domain-containing protein	-1.75675438852986
HVO_RS10075	HVO_1119	de02	halocyanin	-1.75275851961626
HVO_RS10075	HVO_1119	de04	halocyanin	-2.11787699159869
HVO_RS10075	HVO_1119	de08	halocyanin	-1.97508712654189
HVO_RS10075	HVO_1119	de24	halocyanin	-1.89281317853536
HVO_RS10065	HVO_1116	de00	transcriptional regulator	-2.34688883364932
HVO_RS10065	HVO_1116	de02	transcriptional regulator	-3.03521751817163
HVO_RS10065	HVO_1116	de04	transcriptional regulator	-3.77305848821133
HVO_RS10065	HVO_1116	de08	transcriptional regulator	-3.90278623237464
HVO_RS10065	HVO_1116	de24	transcriptional regulator	-3.37993895098268
HVO_RS10060	HVO_1115	de02	hypothetical protein	-2.37344882175794
HVO_RS10060	HVO_1115	de04	hypothetical protein	-1.9552680437479
HVO_RS10060	HVO_1115	de08	hypothetical protein	-2.68801229304102
HVO_RS10060	HVO_1115	de24	hypothetical protein	-2.22972752860796
HVO_RS10055	HVO_1114	de02	hypothetical protein	-2.50379774511035
HVO_RS10055	HVO_1114	de04	hypothetical protein	-2.28481442088361
HVO_RS10055	HVO_1114	de08	hypothetical protein	-2.65212288106516
HVO_RS10055	HVO_1114	de24	hypothetical protein	-2.74210498454048
HVO_RS10025	HVO_1108	de24	H/ACA RNA-protein complex protein Gar1	-6.39504912667708
HVO_RS09980	HVO_1099	de08	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	-3.76750858538022
HVO_RS09960	HVO_1095	de04	PGF-CTERM sorting domain-containing protein	-1.84675897069805
HVO_RS09940	HVO_1091	de02	proteasome endopeptidase complex,subunit alpha	0.888513404344922
HVO_RS09940	HVO_1091	de04	proteasome endopeptidase complex,subunit alpha	0.830818694542064
HVO_RS09940	HVO_1091	de08	proteasome endopeptidase complex,subunit alpha	0.428632836419524
HVO_RS09935	HVO_1090	de08	transcription factor	-0.998247782385254
HVO_RS09920	HVO_1087	de02	universal stress protein	-2.82065513337822
HVO_RS09920	HVO_1087	de04	universal stress protein	-3.01130716137152
HVO_RS09920	HVO_1087	de08	universal stress protein	-3.0229824369355
HVO_RS09920	HVO_1087	de24	universal stress protein	-2.56467399607787
HVO_RS09900	HVO_1083	de02	glucose dehydrogenase	-2.72881461387548
HVO_RS09900	HVO_1083	de04	glucose dehydrogenase	-3.32906031063595
HVO_RS09900	HVO_1083	de08	glucose dehydrogenase	-3.46640093435935
HVO_RS09900	HVO_1083	de24	glucose dehydrogenase	-5.74088740760647
HVO_RS09895	HVO_1082	de04	orotate phosphoribosyltransferase	-1.93887026623443
HVO_RS09890	HVO_1081	de04	glutaredoxin	-0.914921367579582
HVO_RS09890	HVO_1081	de08	glutaredoxin	-0.847172140207665
HVO_RS09885	HVO_1080	de02	hypothetical protein	-1.05488693348624
HVO_RS09885	HVO_1080	de04	hypothetical protein	-1.52992757332587
HVO_RS09885	HVO_1080	de08	hypothetical protein	-1.77231147639093
HVO_RS09885	HVO_1080	de24	hypothetical protein	-2.09926444408994
HVO_RS09880	HVO_1079	de04	sulfate adenylyltransferase	1.2200884945075
HVO_RS09850	HVO_1073	de04	DJ-1/PfpI/ThiJ superfamily protein	1.8588550593822
HVO_RS09850	HVO_1073	de08	DJ-1/PfpI/ThiJ superfamily protein	1.42928397552133
