new	old	variable	prot	val
HVO_RS17695	HVO_2691	de08	hypothetical protein	-0.715248492889122
HVO_RS17715	HVO_2695	de04	sugar ABC transporter substrate-binding protein	1.25459140737309
HVO_RS17715	HVO_2695	de24	sugar ABC transporter substrate-binding protein	1.72988965502527
HVO_RS17730	HVO_2698	de02	hypothetical protein	-0.987391997888511
HVO_RS17730	HVO_2698	de04	hypothetical protein	-1.07530019933392
HVO_RS17730	HVO_2698	de24	hypothetical protein	-1.71241586451414
HVO_RS17740	HVO_2700	de08	ATPase AAA	1.72065642330153
HVO_RS17740	HVO_2700	de24	ATPase AAA	1.90544379029621
HVO_RS17750	HVO_2702	de24	carboxylesterase	-1.89900853237001
HVO_RS17755	HVO_2703	de24	3-methyl-2-oxobutanoate hydroxymethyltransferase	-1.59635925509892
HVO_RS17760	HVO_2704	de02	flagellin	-1.31363540890313
HVO_RS17760	HVO_2704	de04	flagellin	-1.2129386883123
HVO_RS17760	HVO_2704	de08	flagellin	-1.29676462431863
HVO_RS17760	HVO_2704	de24	flagellin	-1.71140362975511
HVO_RS17775	HVO_2707	de04	oxidoreductase	-1.36653374734729
HVO_RS17785	HVO_2709	de08	N-acetyltransferase	0.808031434779107
HVO_RS17795	HVO_2711	de08	hypothetical protein	-1.6886545798025
HVO_RS17805	HVO_2713	de00	hypothetical protein	-1.90311802061146
HVO_RS17805	HVO_2713	de04	hypothetical protein	-1.32741994697368
HVO_RS17805	HVO_2713	de08	hypothetical protein	-2.00710954849222
HVO_RS17805	HVO_2713	de24	hypothetical protein	-2.19143457407849
HVO_RS17810	HVO_2714	de02	hypothetical protein	-1.49611656606515
HVO_RS17810	HVO_2714	de04	hypothetical protein	-1.25520458306379
HVO_RS17810	HVO_2714	de08	hypothetical protein	-1.19174098572784
HVO_RS17845	HVO_2720	de04	hypothetical protein	1.02815798443528
HVO_RS17845	HVO_2720	de08	hypothetical protein	1.38935977341518
HVO_RS20305	HVO_2722	de00	50S ribosomal protein L37e	0.705488569699132
HVO_RS17870	HVO_2726	de02	glutamate--tRNA ligase	1.27343099596104
HVO_RS17880	HVO_2728	de02	hypothetical protein	-1.69336683290458
HVO_RS17880	HVO_2728	de04	hypothetical protein	-1.91174871718812
HVO_RS17880	HVO_2728	de08	hypothetical protein	-1.66934953783209
HVO_RS17880	HVO_2728	de24	hypothetical protein	-2.34988727816529
HVO_RS17885	HVO_2729	de08	ferredoxin	-0.744422059192789
HVO_RS17885	HVO_2729	de24	ferredoxin	-0.62526828296011
HVO_RS17900	HVO_2732	de00	hypothetical protein	-2.396968153632
HVO_RS17905	HVO_2733	de00	hypothetical protein	-3.28595272761119
HVO_RS17905	HVO_2733	de02	hypothetical protein	-1.69928332063456
HVO_RS17910	HVO_2734	de04	acetyltransferase	-1.14467561559892
HVO_RS17910	HVO_2734	de08	acetyltransferase	-1.49768867862937
HVO_RS17915	HVO_2735	de24	hypothetical protein	0.255574002199472
HVO_RS17940	HVO_2740	de04	nucleoside-diphosphate kinase	1.5694487360125
HVO_RS17940	HVO_2740	de08	nucleoside-diphosphate kinase	1.64084461030793
HVO_RS17945	HVO_2741	de00	hypothetical protein	-4.75268107112752
HVO_RS17945	HVO_2741	de24	hypothetical protein	-5.41571293986232
HVO_RS17950	HVO_2742	de02	methionine synthase	2.87292528203763
HVO_RS17975	HVO_2747	de02	adenosine deaminase	-1.04219385982457
HVO_RS17980	HVO_2748	de24	DNA-directed RNA polymerase subunit F	0.554762893951251
HVO_RS17995	HVO_2751	de00	hypothetical protein	-1.00346983989326
HVO_RS18000	HVO_2752	de08	elongation factor 1-beta	0.377521637494238
HVO_RS18005	HVO_2753	de00	RNA-binding protein	-0.471304111920054
HVO_RS18015	HVO_2755	de00	50S ribosomal protein P1	-0.985361263709683
HVO_RS18020	HVO_2756	de24	50S ribosomal protein L10	1.1810537726031
HVO_RS18035	HVO_2759	de04	endoglucanase	-1.56478857809389
HVO_RS18045	HVO_2761	de08	mevalonate kinase	-1.89870224513681
HVO_RS18050	HVO_2762	de02	isopentenyl phosphate kinase	-2.54869147023142
HVO_RS18055	HVO_2763	de04	metal-dependent hydrolase	-2.14591564773905
HVO_RS18055	HVO_2763	de08	metal-dependent hydrolase	-2.29256066006686
HVO_RS18055	HVO_2763	de24	metal-dependent hydrolase	-2.49145618189885
HVO_RS18085	HVO_2769	de24	hypothetical protein	-1.42256207188331
HVO_RS18090	HVO_2770	de02	hypothetical protein	-2.27097343595298
HVO_RS18090	HVO_2770	de04	hypothetical protein	-3.18705888497165
HVO_RS18090	HVO_2770	de24	hypothetical protein	-2.02305345130452
HVO_RS18105	HVO_2773	de04	30S ribosomal protein S2	1.11608506858289
HVO_RS18105	HVO_2773	de08	30S ribosomal protein S2	0.855274486955841
HVO_RS18110	HVO_2774	de04	phosphopyruvate hydratase	1.10288713351372
HVO_RS18115	HVO_2775	de00	[db_xref=GeneID:8924849	0.68114112136688
HVO_RS18125	HVO_2777	de04	30S ribosomal protein S9	2.42409932755327
HVO_RS18125	HVO_2777	de08	30S ribosomal protein S9	2.43713136079684
HVO_RS18125	HVO_2777	de24	30S ribosomal protein S9	1.96812660757695
HVO_RS18135	HVO_2779	de00	50S ribosomal protein L18e	0.770342443331652
HVO_RS18160	HVO_2784	de00	30S ribosomal protein S13	0.900910538589421
HVO_RS18170	HVO_2786	de02	thiol reductase thioredoxin	-1.25900896782119
HVO_RS18175	HVO_2787	de02	zinc ribbon domain-containing protein	-1.05784094497729
HVO_RS18175	HVO_2787	de04	zinc ribbon domain-containing protein	-0.855887344373409
HVO_RS18180	HVO_2788	de04	hypothetical protein	2.54269983665542
HVO_RS18180	HVO_2788	de08	hypothetical protein	2.33766991713313
HVO_RS18185	HVO_2789	de08	GTP 3',8-cyclase MoaA	1.40373779444597
HVO_RS18190	HVO_2790	de04	ATP-binding protein	-1.58722465728731
HVO_RS18195	HVO_2791	de04	hypothetical protein	-1.87944817502198
HVO_RS18195	HVO_2791	de08	hypothetical protein	-2.60994454742486
HVO_RS18200	HVO_2792	de04	uracil-DNA glycosylase	-1.92435760766067
HVO_RS18200	HVO_2792	de08	uracil-DNA glycosylase	-1.85341630111953
HVO_RS18215	HVO_2795	de02	N-acetyltransferase	-1.95707974913672
HVO_RS18215	HVO_2795	de08	N-acetyltransferase	-1.6258955064625
HVO_RS18220	HVO_2796	de04	hypothetical protein	0.664139772861368
HVO_RS18225	HVO_2797	de04	uridine kinase	2.45796908000773
HVO_RS18225	HVO_2797	de24	uridine kinase	2.00359354206973
HVO_RS18240	HVO_2800	de02	ABC transporter ATP-binding protein	-1.24278791564773
HVO_RS18260	HVO_2804	de00	GNAT family N-acetyltransferase	-0.94718233645669
HVO_RS18270	HVO_2805	de04	hypothetical protein	-1.35521764644292
HVO_RS18270	HVO_2805	de08	hypothetical protein	-1.11538356939598
HVO_RS18270	HVO_2805	de24	hypothetical protein	-1.65449263533474
HVO_RS18295	HVO_2811	de04	succinate dehydrogenase, cytochrome b556 subunit	-1.03849506751739
HVO_RS18295	HVO_2811	de08	succinate dehydrogenase, cytochrome b556 subunit	-0.797510433406621
HVO_RS18305	HVO_2813	de02	hypothetical protein	1.08516717749442
HVO_RS18315	HVO_2815	de04	3-hydroxyacyl-CoA dehydrogenase	-1.4635068406127
HVO_RS18315	HVO_2815	de08	3-hydroxyacyl-CoA dehydrogenase	-1.10228513314737
HVO_RS18315	HVO_2815	de24	3-hydroxyacyl-CoA dehydrogenase	-2.27434872388683
HVO_RS20310	HVO_2815A	de04	integrase	1.78410415694125
HVO_RS20310	HVO_2815A	de08	integrase	1.47962549705815
HVO_RS11975	HVO_1507	de04	acetolactate synthase small subunit	0.865315109340137
HVO_RS11965	HVO_1505	de08	hypothetical protein	-1.03523058482358
HVO_RS11930	HVO_1498	de02	PTS fructose transporter subunit IIA	-1.88476658787846
HVO_RS11920	HVO_1496	de02	phosphoenolpyruvate--protein phosphotransferase	-2.37464544616078
HVO_RS11920	HVO_1496	de04	phosphoenolpyruvate--protein phosphotransferase	-1.99820372944223
HVO_RS11920	HVO_1496	de08	phosphoenolpyruvate--protein phosphotransferase	-1.73573138184296
HVO_RS11905	HVO_1492	de24	hypothetical protein	-0.987967342316337
HVO_RS11890	HVO_1489	de04	hypothetical protein	-2.60857610635862
HVO_RS11875	HVO_1486	de08	sulfurase	-2.34003149571656
HVO_RS11870	HVO_1485	de24	hypothetical protein	-1.82809994241257
HVO_RS11855	HVO_1482	de00	(2Fe-2S)-binding protein	-0.740333167384773
HVO_RS11855	HVO_1482	de24	(2Fe-2S)-binding protein	-0.577180206096601
HVO_RS11830	HVO_1477	de02	endonuclease	-2.38153209638483
HVO_RS11820	HVO_1475	de08	RNA methyltransferase	2.08649778389745
HVO_RS11810	HVO_1473	de00	hypothetical protein	0.712977650496414
HVO_RS11785	HVO_1468	de00	hypothetical protein	-1.47768767688253
HVO_RS11785	HVO_1468	de08	hypothetical protein	-1.53015203141906
HVO_RS11785	HVO_1468	de24	hypothetical protein	-1.46730207997253
HVO_RS11745	HVO_1460	de24	enoyl-CoA hydratase	-2.99461992440275
HVO_RS11740	HVO_1459	de04	trehalose utilization protein ThuA	-1.02325059076144
HVO_RS11740	HVO_1459	de08	trehalose utilization protein ThuA	-1.08635561186605
HVO_RS11740	HVO_1459	de24	trehalose utilization protein ThuA	-1.45107354641914
HVO_RS11735	HVO_1457	de04	hypothetical protein	-1.50611370219899
HVO_RS11725	HVO_1455	de02	aspartate carbamoyltransferase regulatory subunit	1.76667492617558
HVO_RS11725	HVO_1455	de04	aspartate carbamoyltransferase regulatory subunit	1.79555613624585
HVO_RS11725	HVO_1455	de08	aspartate carbamoyltransferase regulatory subunit	1.77496348107095
HVO_RS11720	HVO_1454	de04	aspartate carbamoyltransferase	2.00714197909248
HVO_RS11720	HVO_1454	de08	aspartate carbamoyltransferase	1.68491847330387
HVO_RS11720	HVO_1454	de24	aspartate carbamoyltransferase	1.55921649687715
HVO_RS11700	HVO_1450	de04	molybdenum cofactor biosynthesis protein	1.90027583487658
HVO_RS11700	HVO_1450	de24	molybdenum cofactor biosynthesis protein	1.51223179355254
HVO_RS11690	HVO_1449	de02	hypothetical protein	-2.71145914453142
HVO_RS11675	HVO_1445	de02	hypothetical protein	-1.66215512751786
HVO_RS11675	HVO_1445	de24	hypothetical protein	-1.89448201816071
HVO_RS11670	HVO_1444	de04	3-hydroxybutyryl-CoA dehydrogenase	1.43306204827165
HVO_RS11670	HVO_1444	de08	3-hydroxybutyryl-CoA dehydrogenase	1.66809278617514
HVO_RS11670	HVO_1444	de24	3-hydroxybutyryl-CoA dehydrogenase	1.69706033352205
HVO_RS11655	HVO_1441	de02	ABC transporter permease	-1.99700192405201
HVO_RS11650	HVO_1440	de02	hypothetical protein	-0.441149500803601
HVO_RS11650	HVO_1440	de24	hypothetical protein	-0.481047883737623
HVO_RS11645	HVO_1439	de02	cysteine synthase	1.64899639236465
HVO_RS11645	HVO_1439	de24	cysteine synthase	1.48263948115617
HVO_RS11640	HVO_1438	de24	CoA-binding protein	1.55253029343069
HVO_RS11620	HVO_RS11620	de00	hypothetical protein	4.26797308381144
HVO_RS11620	HVO_RS11620	de04	hypothetical protein	2.8584212174729
HVO_RS11575	HVO_1425	de02	hypothetical protein	1.72888146495917
HVO_RS11565	HVO_1423	de00	hypothetical protein	1.06508772555222
HVO_RS11540	HVO_1417	de08	permease	-1.40383187733242
HVO_RS11540	HVO_1417	de24	permease	-2.91842246874159
HVO_RS11530	HVO_1416	de00	phosphotransferase	-2.31597102220244
HVO_RS11530	HVO_1416	de08	phosphotransferase	-2.63255606255545
HVO_RS11530	HVO_1416	de24	phosphotransferase	-2.57645876676233
HVO_RS11525	HVO_1415	de04	haloacid dehalogenase	-2.60537124266069
HVO_RS11525	HVO_1415	de08	haloacid dehalogenase	-2.98662405536365
HVO_RS11520	HVO_1414	de02	signal transduction histidine kinase	-2.32953861740125
HVO_RS11520	HVO_1414	de08	signal transduction histidine kinase	-2.62318025738169
HVO_RS11515	HVO_1413	de02	NADH dehydrogenase	-2.24268225359277
HVO_RS11510	HVO_1412	de04	diphosphomevalonate decarboxylase	1.63320491024579
HVO_RS11500	HVO_1410	de02	hypothetical protein	-1.83037917197451
HVO_RS11500	HVO_1410	de04	hypothetical protein	-2.84276935156116
HVO_RS11500	HVO_1410	de08	hypothetical protein	-2.12331326201527
HVO_RS11500	HVO_1410	de24	hypothetical protein	-2.84402063234362
HVO_RS11495	HVO_1409	de02	flavin reductase	-2.65162147432611
HVO_RS11490	HVO_1408	de08	quinol oxidase	-1.45569081858069
HVO_RS11485	HVO_1407	de00	transcriptional regulator	-0.78157980274305
HVO_RS11475	HVO_1405	de04	hypothetical protein	0.893535671780598
HVO_RS11455	HVO_1401	de08	BMP family ABC transporter substrate-binding protein	1.30709147966976
HVO_RS11450	HVO_1400	de04	heme ABC transporter ATP-binding protein	1.82833323425062
HVO_RS11450	HVO_1400	de08	heme ABC transporter ATP-binding protein	1.69468254994033
HVO_RS11445	HVO_1399	de02	ABC transporter permease	1.93415534413885
HVO_RS11415	HVO_1393	de00	hypothetical protein	-2.88916130213685
HVO_RS11410	HVO_1392	de02	30S ribosomal protein S10	0.244574127854069
HVO_RS11410	HVO_1392	de04	30S ribosomal protein S10	-0.499911842242085
HVO_RS11405	HVO_1391	de00	biotin transporter BioY	0.71483396957297
HVO_RS11400	HVO_1390	de02	hypothetical protein	-1.75865530150405
HVO_RS11400	HVO_1390	de04	hypothetical protein	-1.96983344663094
HVO_RS11400	HVO_1390	de08	hypothetical protein	-1.63255606255545
HVO_RS11395	HVO_1389	de00	S-adenosylmethionine-dependent methyltransferase	-1.74769281288862
HVO_RS11395	HVO_1389	de24	S-adenosylmethionine-dependent methyltransferase	-1.93834729812401
HVO_RS11380	HVO_1386	de00	hypothetical protein	-1.46829791208668
HVO_RS11370	HVO_1384	de24	hypothetical protein	-2.30208575853973
HVO_RS11355	HVO_1381	de02	caffeoyl-CoA O-methyltransferase	-1.45951110197478
HVO_RS11335	HVO_1377	de00	hypothetical protein	-0.917140466770175
HVO_RS11325	HVO_1375	de04	2-succinylbenzoate-CoA ligase	-1.99950206387087
HVO_RS11325	HVO_1375	de08	2-succinylbenzoate-CoA ligase	-1.80239417249784
HVO_RS11320	HVO_1374	de04	long-chain-fatty-acid--CoA ligase	-1.22135275940874
HVO_RS11315	HVO_1373	de02	acyl-CoA dehydrogenase	1.19363190033897
HVO_RS11295	HVO_1369	de04	hypothetical protein	-0.93180687028735
HVO_RS11295	HVO_1369	de08	hypothetical protein	-0.858521350923686
HVO_RS11295	HVO_1369	de24	hypothetical protein	-1.62430166106313
HVO_RS11255	HVO_1360	de24	transcriptional regulator	-0.617060879860282
HVO_RS11240	HVO_1357	de04	hypothetical protein	-1.3028571750081
HVO_RS11240	HVO_1357	de08	hypothetical protein	-1.22704130133953
HVO_RS11230	HVO_1355	de02	hypothetical protein	1.15182488176975
HVO_RS11230	HVO_1355	de08	hypothetical protein	1.49351132451764
HVO_RS11230	HVO_1355	de24	hypothetical protein	1.17374759240785
HVO_RS11205	HVO_1350	de08	transcriptional regulator	-1.196248117403
HVO_RS11205	HVO_1350	de24	transcriptional regulator	-1.80353472268551
HVO_RS11180	HVO_1345	de02	hypothetical protein	0.769682698885799
HVO_RS11175	HVO_1344	de24	rRNA metabolism protein	-1.35046049215632
HVO_RS11140	HVO_1337	de02	hypothetical protein	-2.24034610571737
HVO_RS11140	HVO_1337	de08	hypothetical protein	-2.10255003982554
HVO_RS11110	HVO_1331	de02	transcriptional regulator	-1.39717525564154
HVO_RS11110	HVO_1331	de04	transcriptional regulator	-1.1318319034368
HVO_RS11110	HVO_1331	de08	transcriptional regulator	-1.74243131288211
HVO_RS11100	HVO_1329	de02	hypothetical protein	-3.5518879908172
HVO_RS11100	HVO_1329	de08	hypothetical protein	-3.8074921559472
HVO_RS11095	HVO_1328	de02	hypothetical protein	-1.95150743491442
HVO_RS11095	HVO_1328	de24	hypothetical protein	-3.17867907747193
HVO_RS11090	HVO_1327	de02	ATPase AAA	-1.88923374277543
HVO_RS11090	HVO_1327	de04	ATPase AAA	-2.09161302533062
HVO_RS11090	HVO_1327	de08	ATPase AAA	-1.76750858538022
HVO_RS11080	HVO_1325	de00	hypothetical protein	-1.03689853892893
HVO_RS11055	HVO_1319	de02	peroxiredoxin	-1.42469567090479
HVO_RS11055	HVO_1319	de08	peroxiredoxin	-1.39814824010678
HVO_RS11040	HVO_1316	de04	hypothetical protein	1.36264737957025
HVO_RS11040	HVO_1316	de08	hypothetical protein	1.14210471473035
HVO_RS11035	HVO_1314	de02	5'/3'-nucleotidase SurE	-1.77407669582835
HVO_RS11035	HVO_1314	de08	5'/3'-nucleotidase SurE	-2.55435272489273
HVO_RS11025	HVO_1312	de24	prephenate dehydrogenase	-2.01909289211699
HVO_RS11015	HVO_1310	de00	hypothetical protein	0.772741050750015
HVO_RS11010	HVO_1309	de08	peptidase M24	-1.4931662022274
HVO_RS11010	HVO_1309	de24	peptidase M24	-1.4776542639787
HVO_RS11005	HVO_1308	de00	3-phosphoshikimate 1-carboxyvinyltransferase	-1.6912646061324
HVO_RS11005	HVO_1308	de08	3-phosphoshikimate 1-carboxyvinyltransferase	-1.40704513810934
HVO_RS10995	HVO_1307	de04	hypothetical protein	-2.13290976186038
HVO_RS10995	HVO_1307	de08	hypothetical protein	-1.91657820702799
HVO_RS10995	HVO_1307	de24	hypothetical protein	-2.11483820581517
HVO_RS10990	HVO_1306	de02	chorismate synthase	1.57917806801695
HVO_RS10985	HVO_1305	de02	2-ketoglutarate ferredoxin oxidoreductase subunit alpha	1.16422066901453
HVO_RS10985	HVO_1305	de04	2-ketoglutarate ferredoxin oxidoreductase subunit alpha	1.40574254961593
HVO_RS10985	HVO_1305	de08	2-ketoglutarate ferredoxin oxidoreductase subunit alpha	1.23939278727949
HVO_RS10975	HVO_1303	de02	AsnC family transcriptional regulator	1.41107203703146
HVO_RS10970	HVO_1302	de04	DNA polymerase IV	-1.80769992104145
HVO_RS10970	HVO_1302	de08	DNA polymerase IV	-2.19519848237715
HVO_RS10965	HVO_1301	de02	ATPase	-1.78652437746347
HVO_RS10965	HVO_1301	de04	ATPase	-1.6711539564721
HVO_RS10965	HVO_1301	de08	ATPase	-1.74149086606144
HVO_RS10965	HVO_1301	de24	ATPase	-2.1179492504736
HVO_RS10960	HVO_1300	de00	triose-phosphate isomerase	-1.68270437359271
HVO_RS10960	HVO_1300	de02	triose-phosphate isomerase	-1.66858587069643
HVO_RS10960	HVO_1300	de04	triose-phosphate isomerase	-1.40778274394702
HVO_RS10960	HVO_1300	de08	triose-phosphate isomerase	-1.83295122125143
HVO_RS10920	HVO_1294	de04	GMC family oxidoreductase	1.44080171084602
HVO_RS10920	HVO_1294	de08	GMC family oxidoreductase	2.05601053222064
HVO_RS10920	HVO_1294	de24	GMC family oxidoreductase	1.86071402263486
HVO_RS10915	HVO_1293	de04	Tat (twin-arginine translocation) pathway signal sequence	1.99563696688213
HVO_RS10915	HVO_1293	de08	Tat (twin-arginine translocation) pathway signal sequence	2.36709035468461
HVO_RS10905	HVO_1291	de04	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	1.7082384326617
HVO_RS10905	HVO_1291	de08	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	1.92770469545783
HVO_RS10905	HVO_1291	de24	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	1.61183029880201
HVO_RS10900	HVO_1290	de02	metal-dependent hydrolase	0.709465704712249
HVO_RS10885	HVO_1286	de00	haloacid dehalogenase	-1.37057211805315
HVO_RS10885	HVO_1286	de24	haloacid dehalogenase	-1.55094992470977
HVO_RS10850	HVO_1279	de04	dihydrofolate reductase	-1.30431646483659
HVO_RS10850	HVO_1279	de08	dihydrofolate reductase	-2.37046440953068
HVO_RS10845	HVO_1278	de04	hypothetical protein	-2.49436343956609
HVO_RS10815	HVO_1272	de02	TrmB family transcriptional regulator	-1.19623705108084
HVO_RS10815	HVO_1272	de08	TrmB family transcriptional regulator	-1.53252258186328
HVO_RS10815	HVO_1272	de24	TrmB family transcriptional regulator	-1.89299726457945
HVO_RS10810	HVO_1271	de00	DNA-binding protein	0.302980932244877
HVO_RS10810	HVO_1271	de02	DNA-binding protein	-0.306190374610895
HVO_RS10810	HVO_1271	de24	DNA-binding protein	-0.502095389074514
HVO_RS10795	HVO_1267	de04	universal stress protein UspA	-2.70189264912907
HVO_RS10790	HVO_1266	de24	aminotransferase	1.4926837491721
HVO_RS10785	HVO_1265	de04	AsnC family transcriptional regulator	1.20272731238611
HVO_RS10785	HVO_1265	de24	AsnC family transcriptional regulator	0.96780563015885
HVO_RS10775	HVO_1263	de02	hypothetical protein	-1.58928216581697
HVO_RS10775	HVO_1263	de04	hypothetical protein	-2.19421834568789
HVO_RS10765	HVO_1261	de02	membrane protein	-2.24268225359277
HVO_RS10765	HVO_1261	de04	membrane protein	-1.71167916874863
HVO_RS10755	HVO_1259	de02	hypothetical protein	-0.935328420819741
HVO_RS10750	HVO_1258	de02	hypothetical protein	-1.82626952668732
HVO_RS10750	HVO_1258	de08	hypothetical protein	-1.41837366479551
HVO_RS10745	HVO_1257	de04	ATPase AAA	-1.44292318030539
HVO_RS10745	HVO_1257	de08	ATPase AAA	-1.30366249736483
HVO_RS10740	HVO_1256	de02	DUF58 domain-containing protein	-2.15927085876072
HVO_RS10740	HVO_1256	de08	DUF58 domain-containing protein	-1.97465394571582
HVO_RS10735	HVO_1255	de00	MFS transporter	-1.58504145002939
HVO_RS10735	HVO_1255	de24	MFS transporter	-3.83308631680274
HVO_RS10730	HVO_1253	de24	hypothetical protein	-1.51994758380632
HVO_RS10725	HVO_1252	de24	hypothetical protein	0.87440411964099
HVO_RS10720	HVO_1251	de02	hypothetical protein	1.76001169091018
HVO_RS10715	HVO_1250	de08	thioredoxin family protein	-0.918330874887866
HVO_RS10710	HVO_1249	de24	hypothetical protein	0.425672638092316
HVO_RS10705	HVO_1248	de04	hypothetical protein	0.45228996162896
HVO_RS10700	HVO_1247	de00	NUDIX hydrolase	-2.11448901355573
HVO_RS10700	HVO_1247	de02	NUDIX hydrolase	-1.6266494143795
HVO_RS10700	HVO_1247	de08	NUDIX hydrolase	-2.44726037820561
HVO_RS10700	HVO_1247	de24	NUDIX hydrolase	-2.25735218422816
HVO_RS10675	HVO_1242	de08	Tat pathway signal protein	-1.75039894221709
HVO_RS10670	HVO_1241	de04	photosynthetic protein synthase I	-0.808567676951362
HVO_RS10670	HVO_1241	de08	photosynthetic protein synthase I	-0.848979510624393
HVO_RS10650	HVO_1238	de02	aldo/keto reductase	-1.33284932995507
HVO_RS10650	HVO_1238	de08	aldo/keto reductase	-1.05202399731357
HVO_RS10640	HVO_1236	de02	AMP-dependent synthetase	-1.93004038338197
HVO_RS10640	HVO_1236	de04	AMP-dependent synthetase	-1.39162407519679
HVO_RS10635	HVO_1235	de04	amidase	1.84814252608663
HVO_RS10620	HVO_1232	de00	alkylhydroperoxidase	-1.403651700326
HVO_RS10620	HVO_1232	de08	alkylhydroperoxidase	-1.15299622556041
HVO_RS10615	HVO_1231	de04	metal-dependent hydrolase	2.15089116391058
HVO_RS10615	HVO_1231	de08	metal-dependent hydrolase	1.87785312341069
HVO_RS10575	HVO_1222	de02	chemotaxis protein CheR	1.76004802778291
HVO_RS10565	HVO_1220	de02	hypothetical protein	3.03843347034092
HVO_RS10565	HVO_1220	de08	hypothetical protein	2.79824134558237
HVO_RS10545	HVO_1216	de04	ATPase	1.40192163992128
HVO_RS10545	HVO_1216	de24	ATPase	1.95380106084291
HVO_RS10540	HVO_1215	de08	fla cluster protein FlaG	2.06969771226805
HVO_RS10530	HVO_1213	de04	flagellar protein E	1.51496413642426
HVO_RS10530	HVO_1213	de08	flagellar protein E	1.7747566148808
HVO_RS10525	HVO_1212	de02	circadian clock protein KaiC	-0.626717440018344
HVO_RS10525	HVO_1212	de04	circadian clock protein KaiC	0.490357273752382
HVO_RS10510	HVO_1209	de02	transcriptional regulator	0.337437750375253
HVO_RS10510	HVO_1209	de24	transcriptional regulator	-0.558442751803959
HVO_RS10470	HVO_1200	de04	fla cluster protein FlaD2	-1.29568773906245
HVO_RS10460	HVO_1198	de00	universal stress protein UspA	-1.77873389595157
HVO_RS10460	HVO_1198	de24	universal stress protein UspA	-2.39599200818849
HVO_RS10450	HVO_1196	de04	ABC transporter ATP-binding protein	-1.80769992104145
HVO_RS10450	HVO_1196	de24	ABC transporter ATP-binding protein	-2.38666436294976
HVO_RS10445	HVO_1195	de02	ABC transporter ATP-binding protein	-1.49190057472884
HVO_RS10440	HVO_1194	de04	branched-chain amino acid ABC transporter permease	-1.21504073628206
HVO_RS10440	HVO_1194	de08	branched-chain amino acid ABC transporter permease	-2.64264100582076
HVO_RS10430	HVO_1192	de24	ABC transporter substrate-binding protein	-1.77150756740189
HVO_RS10425	HVO_1191	de04	proline dehydrogenase	-0.930058441652884
HVO_RS10420	HVO_1190	de02	transcriptional regulator	-1.02800225851355
HVO_RS10420	HVO_1190	de04	transcriptional regulator	-1.15069062510565
HVO_RS10420	HVO_1190	de08	transcriptional regulator	-1.22891030396937
HVO_RS10420	HVO_1190	de24	transcriptional regulator	-1.11699626513901
HVO_RS10415	HVO_1189	de00	hypothetical protein	-0.6184152714084
HVO_RS10410	HVO_1188	de24	hypothetical protein	-1.4227569537499
HVO_RS10395	HVO_1185	de00	hypothetical protein	0.892802535733272
HVO_RS10390	HVO_1184	de04	hypothetical protein	1.5578176785421
HVO_RS10390	HVO_1184	de08	hypothetical protein	1.4050032156237
HVO_RS10385	HVO_1183	de24	hypothetical protein	1.12711352683311
HVO_RS10365	HVO_1179	de04	N-acetylglucosamine-1-phosphate uridyltransferase	-1.57455879436183
HVO_RS10345	HVO_1174	de00	transcription factor	0.979182700287224
HVO_RS10330	HVO_1171	de04	hypothetical protein	-1.44073676567899
HVO_RS10325	HVO_1170	de08	hypothetical protein	-0.553747208654769
HVO_RS10325	HVO_1170	de24	hypothetical protein	-0.83541277784684
HVO_RS10320	HVO_1169	de02	glycosyl transferase family 1	1.77455074234789
HVO_RS10305	HVO_1166	de00	hypothetical protein	0.63284808309969
HVO_RS10300	HVO_1165	de02	mechanosensitive ion channel protein	1.70122694756805
HVO_RS10300	HVO_1165	de04	mechanosensitive ion channel protein	1.28518143408893
HVO_RS10300	HVO_1165	de08	mechanosensitive ion channel protein	1.35149575936196
HVO_RS10290	HVO_1163	de02	peroxiredoxin	1.89582902887839
HVO_RS10290	HVO_1163	de24	peroxiredoxin	1.92001356493564
HVO_RS10275	HVO_1160	de04	secretion system protein E	1.44080171084602
HVO_RS10275	HVO_1160	de08	secretion system protein E	1.69115612383582
HVO_RS10275	HVO_1160	de24	secretion system protein E	1.85941615263389
HVO_RS10245	HVO_1154	de08	hypothetical protein	-2.50804496003463
HVO_RS10245	HVO_1154	de24	hypothetical protein	-3.58585224203274
HVO_RS10230	HVO_1150	de24	IS200/IS605 family transposase	-0.63830315000154
HVO_RS10210	HVO_1146	de24	hypothetical protein	-0.58397728815096
HVO_RS10200	HVO_1144	de24	halocyanin	-0.834087628230511
HVO_RS10190	HVO_1142	de08	hypothetical protein	1.83702040465685
HVO_RS10185	HVO_1141	de24	hypothetical protein	2.07528691732404
HVO_RS10170	HVO_1138	de04	cox-type terminal oxidase subunit III	1.45784172704642
HVO_RS10170	HVO_1138	de08	cox-type terminal oxidase subunit III	1.43460429712797
HVO_RS10170	HVO_1138	de24	cox-type terminal oxidase subunit III	1.44585165929369
HVO_RS10155	HVO_1135	de02	hypothetical protein	-1.7276711829031
HVO_RS10150	HVO_1134	de02	hypothetical protein	1.33974366544367
